timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1776848509725,0,WS Read BI AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776848510141,1,WS Read BI AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776848510543,0,WS Read BI AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776848510945,808,WS Read BI AI Tutor Chunk,No response,"Read timeout, no response received.",Virtual Student 1-1,,true,,0,0,1,1,null,0,0,0
1776848512159,815,WS Read BI AI Tutor Chunk,No response,"Read timeout, no response received.",Virtual Student 1-1,,true,,0,0,1,1,null,0,0,0
1776848513378,804,WS Read BI AI Tutor Chunk,No response,"Read timeout, no response received.",Virtual Student 1-1,,true,,0,0,1,1,null,0,0,0
1776848514583,1,WS Send BI Question,200,OK,Virtual Student 1-1,,true,,0,148,1,1,null,0,0,0
1776848514985,2,Log BI Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776848515388,1,WS Send BI Question,200,OK,Virtual Student 1-1,,true,,0,177,1,1,null,0,0,0
1776848515794,0,Log BI Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776848516199,0,WS Send BI Question,200,OK,Virtual Student 1-1,,true,,0,144,1,1,null,0,0,0
1776848516609,1,Log BI Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776848517012,1,WS Send BI Question,200,OK,Virtual Student 1-1,,true,,0,161,1,1,null,0,0,0
1776848517417,1,Log BI Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776848517820,34,Verify 5 BI Questions Sent,200,Verified 5 BI questions sent,Virtual Student 1-1,text,true,,93,0,1,1,null,0,0,0
1776848518256,1763,GET AI Tutor Socket Re-Init Before BM,200,OK,Virtual Student 1-1,text,true,,438,300,1,1,https://ilmu-dev.tmrnd.dev/ai-tutor/socket.io/?EIO=4&transport=polling&t=4dd685ba-6473-4688-8e8c-37d116f21dd7,1763,0,1312
1776848520430,443,POST AI Tutor Socket Re-Auth Before BM,200,OK,Virtual Student 1-1,text,true,,304,358,1,1,https://ilmu-dev.tmrnd.dev/ai-tutor/socket.io/?EIO=4&transport=polling&t=99859209-8555-4296-8ee6-7b41589112af&sid=D5IE7IU59rRdD7n_AAN2,443,0,0
1776848521283,444,GET AI Tutor Socket Re-Ack Before BM,200,OK,Virtual Student 1-1,text,true,,375,325,1,1,https://ilmu-dev.tmrnd.dev/ai-tutor/socket.io/?EIO=4&transport=polling&t=f34458e4-e9b5-433f-9fb6-d09da633b78e&sid=D5IE7IU59rRdD7n_AAN2,444,0,0
1776848522139,1849,WS Reopen AI Tutor Connection Before BM,101,Switching Protocols,Virtual Student 1-1,,true,,319,329,1,1,null,0,0,1849
1776848524403,446,WS Engine.IO Probe Before BM,200,OK,Virtual Student 1-1,text,true,,8,12,1,1,null,0,0,0
1776848525260,0,WS Engine.IO Upgrade Before BM,200,OK,Virtual Student 1-1,,true,,0,7,1,1,null,0,0,0
1776848525665,12,Initialize BM Question Counter,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776848526093,0,WS Send BM Question,200,OK,Virtual Student 1-1,,true,,0,142,1,1,null,0,0,0
1776848526497,30,Log BM Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776848526933,0,WS Send BM Question,200,OK,Virtual Student 1-1,,true,,0,150,1,1,null,0,0,0
1776848527337,2,Log BM Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776848527742,1,WS Send BM Question,200,OK,Virtual Student 1-1,,true,,0,179,1,1,null,0,0,0
1776848528151,1,Log BM Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776848528567,1,WS Send BM Question,200,OK,Virtual Student 1-1,,true,,0,172,1,1,null,0,0,0
1776848528975,2,Log BM Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776848529381,1,WS Send BM Question,200,OK,Virtual Student 1-1,,true,,0,140,1,1,null,0,0,0
1776848529789,1,Log BM Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776848530203,39,Verify 5 BM Questions Sent,200,Verified 5 BM questions sent,Virtual Student 1-1,text,true,,93,0,1,1,null,0,0,0
